0,1,2
0.060606060606060615,0.32594007899930744,0.4696717066352634
0.060606060606060615,0.32647371805812525,0.4751694980850024
0.060606060606060615,0.31752859948121603,0.4869873137628233
0.07070707070707072,0.3405488211320317,0.4927185552986657
0.07070707070707072,0.3245126813365051,0.4703830674799804
0.07070707070707072,0.3185390707588066,0.4715029776090944
0.08080808080808081,0.3385015080477864,0.4795802191451107
0.08080808080808081,0.3344978182388885,0.4714122194970663
0.08080808080808081,0.3253506401685627,0.4755540119952861
0.09090909090909093,0.3667713796945473,0.4777303835271374
0.09090909090909093,0.3362465982073292,0.47794303707322605
0.09090909090909093,0.3455987320198585,0.4787110180381801
0.10101010101010102,0.3320005356465336,0.4677177666508214
0.10101010101010102,0.3703675832649767,0.4637103045965501
0.10101010101010102,0.34358121497893124,0.46044778736877
0.11111111111111112,0.3597140871509007,0.4529327640978239
0.11111111111111112,0.3513532066482929,0.4670188026709756
0.11111111111111112,0.351217238641068,0.4683070369032432
0.12121212121212123,0.3497269280542664,0.455523645278881
0.12121212121212123,0.3472864463295146,0.4563344567574054
0.12121212121212123,0.3659904282131137,0.473088499670334
0.13131313131313133,0.37537414862176,0.4680509414515205
0.13131313131313133,0.35979500017790306,0.4568086069350368
0.13131313131313133,0.3615082318741566,0.4683768751074447
0.14141414141414144,0.37244443733564186,0.4474668535552692
0.14141414141414144,0.3844345208539582,0.4549839403506366
0.14141414141414144,0.3763661921813688,0.4604241818390081
0.15151515151515152,0.3852431387466184,0.4475747687808028
0.15151515151515152,0.36569432515908384,0.4366172997035986
0.15151515151515152,0.3921954392623397,0.4351605339252373
0.16161616161616166,0.38359809312966425,0.4404832265106805
0.16161616161616166,0.3897701218239217,0.4421866331110473
0.16161616161616166,0.3971869664993914,0.4467273488839302
0.17171717171717174,0.3834089174222247,0.463709345250601
0.17171717171717174,0.3782503500159293,0.4491218267348436
0.17171717171717174,0.40251312277009205,0.466969701585791
0.18181818181818185,0.3852288734535032,0.4553021953697195
0.18181818181818185,0.3974198451340705,0.4435346437827881
0.18181818181818185,0.383790483024656,0.4439474211638938
0.19191919191919196,0.3891315044346269,0.4494781741359782
0.19191919191919196,0.4007738254977894,0.4225126862166631
0.19191919191919196,0.39775424590988345,0.4476629069139944
0.20202020202020204,0.4167284273614282,0.4372995578998625
0.20202020202020204,0.4261942360576157,0.42896558522376294
0.20202020202020204,0.3906081861707265,0.43530536313658985
0.21212121212121213,0.4172834429002185,0.4525601763765512
0.21212121212121213,0.4331645564813315,0.4373873665869215
0.21212121212121213,0.4054350952918013,0.43459076113432776
