0,1,2,3,4,5
1.0,0.0,0.02040816326530612,0.0011538000713127662,1.0011872381458764,0.0006700611128537422
1.0,0.0,0.02040816326530612,0.0008282500255675788,0.9983758813115294,0.0
1.0,0.0,0.02040816326530612,0.0,0.9987382071340156,0.001314135973876866
1.0,0.0,0.061224489795918366,0.0010594860359065216,1.0001154329763722,0.0
1.0,0.0,0.061224489795918366,0.0008860791013786986,0.9998425585722046,7.506099233687394e-05
1.0,0.0,0.061224489795918366,0.0,0.9994891326159296,0.0
1.0,0.0,0.1020408163265306,8.071556040992582e-05,0.9985912792482912,0.00224250362934118
1.0,0.0,0.1020408163265306,0.0,1.0014013001628872,0.00154012380543825
1.0,0.0,0.1020408163265306,0.0023539575752987473,0.99925932856603,0.0
1.0,0.0,0.14285714285714285,0.000821775341470086,1.0000928872079782,0.0
1.0,0.0,0.14285714285714285,0.0001358513445939243,1.0003589072597043,0.00011187203459279387
1.0,0.0,0.14285714285714285,0.00031729935916859764,0.9992702101313613,0.0007988996611322145
1.0,0.0,0.18367346938775508,0.0,0.9982168924826383,0.0
1.0,0.0,0.18367346938775508,0.0,0.9998615416087372,0.0
1.0,0.0,0.18367346938775508,0.00043360741707462394,1.0004249841432165,0.0
1.0,0.0,0.22448979591836732,0.0011900101765061624,0.9985110684068587,0.0
1.0,0.0,0.22448979591836732,0.0,1.0004291976445387,0.0
1.0,0.0,0.22448979591836732,0.0,0.9994012671429029,0.0
1.0,0.0,0.26530612244897955,0.0,1.0005534952533228,0.001990242824951109
1.0,0.0,0.26530612244897955,0.0,0.9998663702055889,0.002904757494605754
1.0,0.0,0.26530612244897955,0.0,0.9996734590737326,0.0
1.0,0.0,0.3061224489795918,0.0003597379903108504,0.997465967667351,0.00011994916223255188
1.0,0.0,0.3061224489795918,0.0,1.0000260732724253,0.0
1.0,0.0,0.3061224489795918,0.000630792698177023,1.000250158391039,0.0010001104210686654
1.0,0.0,0.3469387755102041,0.0,0.9999136413152998,0.0
1.0,0.0,0.3469387755102041,0.00016939337761328894,0.9994630256498255,0.0
1.0,0.0,0.3469387755102041,0.0,1.001996149900357,0.0
1.0,0.0,0.3877551020408163,0.000650392505344464,0.9996963231083767,0.0
1.0,0.0,0.3877551020408163,0.0,1.0003807983991226,0.0007517202238626828
1.0,0.0,0.3877551020408163,0.00030426976789573286,0.9972690488988556,0.00026754187776714916
1.0,0.0,0.42857142857142855,0.0,1.0006317357920584,0.0012806879459030956
1.0,0.0,0.42857142857142855,0.0,0.9990345564999281,0.0
1.0,0.0,0.42857142857142855,5.473859406401848e-06,1.0005684475821637,0.0
1.0,0.0,0.4693877551020408,0.001122408639968917,0.9989901675790696,0.0
1.0,0.0,0.4693877551020408,0.0,0.9990107890769632,0.0
1.0,0.0,0.4693877551020408,0.0,0.9996582376874298,0.0006198239859584482
1.0,0.0,0.5102040816326531,0.0,0.9910946900205027,0.0008300355840330331
1.0,0.0,0.5102040816326531,7.171659623316834e-05,0.9903637968130927,0.0008832923962458639
1.0,0.0,0.5102040816326531,0.0004628357471073891,0.992985834419014,0.00011571089720595444
1.0,0.0,0.5510204081632653,0.0,0.915793791615212,0.0
1.0,0.0,0.5510204081632653,0.0009312231581378431,0.9160355629898027,0.0
1.0,0.0,0.5510204081632653,0.0,0.9135212913898367,0.0006630484528417279
1.0,0.0,0.5918367346938775,0.0015316058082988542,0.7846806145543389,0.0010826046940592112
1.0,0.0,0.5918367346938775,0.000238732500686585,0.7846371997746994,0.0
1.0,0.0,0.5918367346938775,0.0,0.7867134096771898,0.00017380930038947954
1.0,0.0,0.6326530612244897,0.0,0.8550286698196545,0.0006690489468983955
1.0,0.0,0.6326530612244897,0.0011438752104145577,0.8550955541959525,0.0
1.0,0.0,0.6326530612244897,0.0,0.8567936074022793,0.0022647660519681877
1.0,0.0,0.673469387755102,0.0005580775623711161,0.9760807277477767,0.0018938627742042244
1.0,0.0,0.673469387755102,0.000533322850491884,0.9746210858093864,0.0
1.0,0.0,0.673469387755102,5.756642358542331e-05,0.975309806234062,0.001432945407059339
1.0,0.0,0.7142857142857142,0.0,0.9992306219376094,0.0
1.0,0.0,0.7142857142857142,0.0012297497377624846,0.9974605676617438,0.0
1.0,0.0,0.7142857142857142,9.589392438835861e-05,0.9978801160446918,0.0
1.0,0.0,0.7551020408163265,0.00040961742216325653,1.000295873148555,0.0
1.0,0.0,0.7551020408163265,0.0,0.9989510819294138,0.0003435281405425589
1.0,0.0,0.7551020408163265,0.0,0.9992635518312616,0.0013906794089846048
1.0,0.0,0.7959183673469387,0.0,0.9993955333794349,2.8221743257665412e-05
1.0,0.0,0.7959183673469387,5.2136149516251536e-05,0.9991358501999892,8.510370654853667e-05
1.0,0.0,0.7959183673469387,0.0,0.9999952071043853,0.0008251258960556865
1.0,0.0,0.836734693877551,0.0,1.0010389016409453,0.0009626039188604688
1.0,0.0,0.836734693877551,0.0,0.9993996735213061,0.0
1.0,0.0,0.836734693877551,0.00010605511219459148,0.9991585142331733,0.0017312561091875798
1.0,0.0,0.8775510204081632,0.0,1.0000719853585833,0.0
1.0,0.0,0.8775510204081632,0.0011139678038106986,0.9993149027509179,0.0
1.0,0.0,0.8775510204081632,0.0,0.9988588416155844,0.0
